Completion_Time,Feedback_Rating,Attendance,Performance_Score,Predicted_Score,Performance_Category
3.54,1.0,72.47,59.98,58.30870000000007,Struggle
3.5,3.12,57.48,50.41,56.81819999999997,Struggle
3.92,5.0,91.88,82.82,82.04229999999986,Excel
5.37,2.87,63.98,69.37,65.43860000000022,Average
4.79,2.61,52.68,46.65,49.49589999999985,Struggle
2.74,2.87,56.3,58.45,63.36610000000012,Average
2.8,3.87,80.45,95.26,90.5782,Excel
1.76,4.98,47.43,85.88,85.63374999999978,Excel
5.17,5.0,32.38,75.76,76.29660000000014,Excel
1.0,1.86,0.0,74.02,72.06440000000022,Average
4.29,2.64,66.83,55.11,59.37849999999996,Struggle
6.42,3.94,96.03,70.83,65.85555000000005,Average
6.36,2.74,79.25,62.13,60.14154999999989,Struggle
3.42,3.52,66.83,80.46,79.43179999999973,Excel
3.74,1.21,87.65,77.97,64.59990000000002,Average
1.42,3.05,62.89,76.91,77.65689999999996,Excel
5.21,4.74,65.51,65.53,67.90665000000017,Average
5.43,2.87,51.46,46.05,51.0797,Struggle
2.56,2.21,50.95,58.04,71.59644999999995,Average
3.64,5.0,32.41,85.98,83.81124999999976,Excel
6.28,3.04,52.33,53.08,50.181599999999975,Struggle
6.65,1.19,55.4,50.3,48.56734999999996,Struggle
2.4,5.0,56.31,75.16,87.66024999999996,Excel
4.14,4.8,73.16,89.5,85.12469999999998,Excel
1.75,3.54,86.55,72.63,78.18979999999978,Excel
1.45,3.51,66.83,82.56,81.4122499999999,Excel
6.04,3.37,77.32,73.71,69.57414999999976,Average
6.22,2.22,48.42,69.81,62.15064999999995,Average
5.87,2.92,66.83,62.19,58.4075499999999,Struggle
1.21,1.0,6.24,72.13,70.69154999999988,Average
5.82,2.1,57.33,49.12,50.301500000000054,Struggle
3.25,4.23,57.69,73.2,72.1851000000001,Average
3.4,4.0,73.25,85.67,86.85029999999986,Excel
4.66,5.0,89.52,88.75,86.44400000000002,Excel
1.32,1.0,85.2,70.49,70.36954999999988,Average
5.66,2.51,35.87,52.08,52.55419999999998,Struggle
4.25,2.66,75.52,61.13,61.0994499999999,Average
3.92,5.0,72.2,96.16,87.30614999999993,Excel
1.65,2.71,71.19,80.44,77.17400000000009,Excel
2.19,3.43,77.13,71.44,76.05265000000007,Excel
1.0,2.7,99.1,72.11,86.85274999999993,Excel
4.04,1.26,90.65,68.69,65.95110000000008,Average
5.64,1.0,95.19,42.21,47.03054999999993,Struggle
1.0,2.87,0.0,86.71,77.62934999999989,Excel
1.46,2.01,66.83,85.67,68.49295000000006,Average
4.14,3.64,54.24,59.52,63.0631500000002,Average
6.31,4.32,63.16,54.36,57.136499999999984,Struggle
2.75,5.0,72.09,89.36,88.73905000000008,Excel
2.93,2.95,82.1,66.9,66.89084999999986,Average
4.3,2.8,75.04,56.27,60.79180000000016,Average
2.4,5.0,95.16,95.61,94.92060000000009,Excel
1.0,3.24,4.3,99.52,91.64520000000024,Excel
5.2,3.28,3.76,69.37,66.58515000000017,Average
5.11,2.58,92.65,52.5,71.19760000000001,Average
4.67,1.0,74.09,48.48,49.97074999999989,Struggle
5.83,1.0,50.35,39.62,42.508499999999955,Struggle
4.65,1.0,89.25,56.36,52.039199999999944,Struggle
2.2,2.1,30.08,81.06,76.53629999999984,Excel
2.84,1.0,59.06,69.47,55.52179999999999,Struggle
1.98,1.92,83.54,90.2,87.90580000000026,Excel
2.25,1.0,93.76,78.37,75.06810000000021,Average
5.38,2.38,99.72,64.22,64.22749999999989,Average
5.69,2.93,75.9,76.57,62.262599999999956,Average
6.6,1.0,54.66,32.33,35.53994999999993,Struggle
4.3,1.51,0.0,51.85,57.58950000000015,Struggle
1.64,1.0,66.18,70.02,67.42195000000017,Average
1.21,1.24,55.18,56.14,61.72434999999993,Average
5.66,3.76,90.77,59.96,70.21415000000005,Average
4.27,3.31,64.84,57.64,61.27069999999994,Average
4.61,2.78,98.79,74.67,69.65630000000004,Average
5.59,3.27,85.13,75.11,64.84969999999993,Average
5.49,3.98,58.67,56.34,57.731200000000065,Struggle
5.65,2.73,73.8,37.22,43.91960000000003,Struggle
1.0,3.28,73.34,88.02,83.9462000000002,Excel
5.62,2.02,74.63,43.76,47.21240000000011,Struggle
6.18,1.47,43.35,61.65,58.356549999999864,Struggle
2.37,4.54,31.43,75.04,79.0603000000003,Excel
5.19,1.8,84.32,56.66,55.08799999999993,Struggle
2.71,5.0,74.36,88.17,88.09149999999994,Excel
6.62,2.64,89.55,71.37,53.55100000000005,Struggle
1.12,5.0,4.1,96.74,95.66603333333336,Excel
4.3,2.02,61.53,51.74,61.48515000000006,Average
2.06,4.15,66.83,71.1,73.77305000000015,Average
5.16,4.0,85.16,75.92,77.45389999999999,Excel
1.82,3.08,69.16,73.91,74.50124999999993,Average
2.81,5.0,72.33,90.53,89.2218500000001,Excel
3.78,1.84,62.98,44.9,50.05384999999989,Struggle
6.69,1.81,57.83,28.42,33.392300000000034,Struggle
2.12,4.84,64.37,84.44,83.22520000000006,Excel
1.81,2.05,66.4,88.47,83.3523499999998,Excel
5.29,3.96,36.86,68.75,67.22075000000002,Average
4.25,5.0,82.77,86.69,83.89910000000008,Excel
6.71,1.0,63.66,32.09,35.23605000000005,Struggle
1.4,1.0,52.55,61.64,59.48814999999997,Struggle
4.44,3.61,68.66,75.86,72.64655000000012,Average
2.82,1.8,92.78,67.27,66.31970000000015,Average
3.92,3.53,74.92,84.3,80.29499999999982,Excel
5.11,4.72,98.24,71.5,74.05235000000005,Average
4.55,1.0,50.82,48.78,48.72360000000003,Struggle
5.84,1.0,0.0,47.11,49.07114999999999,Struggle
2.5,2.87,59.67,64.57,63.98389999999991,Average
3.84,5.0,52.78,87.28,83.89490000000006,Excel
3.41,3.63,76.82,82.99,78.4785499999999,Excel
7.0,3.29,80.2,62.16,59.28339999999991,Struggle
2.28,1.0,87.76,82.19,76.42785000000009,Excel
2.86,1.0,86.3,65.33,62.05120000000004,Average
3.19,1.28,52.17,47.03,51.74170000000004,Struggle
4.73,1.0,90.13,66.88,51.66569999999991,Struggle
2.69,1.0,0.0,53.9,56.18204999999983,Struggle
6.87,2.64,46.93,37.17,42.52355000000005,Struggle
2.98,2.53,76.88,71.44,69.48410000000007,Average
6.28,2.47,80.62,51.91,53.79109999999992,Struggle
1.26,1.0,17.74,53.58,58.101799999999976,Struggle
5.07,3.16,70.87,69.69,67.75800000000005,Average
6.81,2.2,66.78,52.22,52.04375000000005,Struggle
1.58,2.91,67.52,54.6,61.790900000000164,Average
6.87,4.0,54.57,61.27,60.693300000000164,Average
3.33,3.0,57.99,50.86,59.39510000000013,Struggle
6.2,5.0,58.09,65.43,66.12845000000011,Average
5.24,1.0,68.66,36.59,40.37902285714286,Struggle
2.99,3.53,94.72,91.86,87.95610000000015,Excel
3.92,1.8,60.3,55.71,55.0577499999999,Struggle
3.18,2.03,45.33,80.19,74.11320000000012,Average
3.92,3.25,65.58,76.19,65.51199999999996,Average
1.47,4.75,66.83,92.42,90.3011999999999,Excel
1.99,1.61,52.51,65.62,67.91475000000014,Average
3.54,2.88,59.83,51.64,57.4639,Struggle
5.54,3.87,3.54,63.2,63.51260000000019,Average
3.92,2.89,99.65,66.43,72.50205000000011,Average
2.17,5.0,78.54,94.84,90.46225000000003,Excel
5.05,1.8,56.95,42.47,44.337850000000024,Struggle
2.47,1.0,63.61,69.12,68.98620000000021,Average
1.37,2.89,58.39,82.28,79.65470000000016,Excel
1.79,3.37,56.23,62.88,77.44429999999993,Excel
3.92,3.47,89.86,51.22,60.30614999999987,Struggle
6.04,4.84,74.79,66.59,66.89855000000006,Average
2.85,4.94,81.56,82.75,85.54930000000004,Excel
4.95,2.69,32.65,78.02,72.38895000000021,Average
4.41,3.3,9.94,64.25,61.60215,Average
4.78,4.63,62.88,61.99,64.56569999999988,Average
5.25,1.45,0.46,52.1,52.50695000000002,Struggle
4.31,1.03,9.53,59.36,57.90390000000011,Struggle
2.4,3.8,21.77,78.9,84.58319999999996,Excel
1.4,3.96,3.75,72.72,79.6248999999998,Excel
3.38,3.51,92.61,74.7,73.6941500000001,Average
6.07,2.41,56.02,46.63,48.07904999999996,Struggle
4.8,1.85,94.87,80.89,63.374799999999986,Average
6.16,4.47,53.97,72.32,68.20149999999994,Average
6.95,4.47,67.45,57.78,58.124400000000094,Struggle
1.69,3.69,42.32,73.21,75.6801499999997,Excel
4.99,3.92,77.97,77.55,75.47564999999985,Excel
5.12,4.36,23.61,59.64,65.92480000000005,Average
6.54,1.04,89.95,40.0,54.208349999999975,Struggle
6.89,1.0,98.66,40.9,46.67405000000006,Struggle
5.03,2.75,59.06,36.59,45.705850000000034,Struggle
2.44,1.0,94.76,81.29,75.73260000000023,Excel
5.4,4.0,77.84,71.7,71.60850000000016,Average
1.25,2.05,0.0,79.61,77.74590000000012,Excel
6.14,1.0,58.8,52.88,51.29684999999993,Struggle
6.94,5.0,53.66,74.39,67.21529999999993,Average
3.23,4.0,52.99,78.58,79.17519999999996,Excel
5.07,2.66,94.16,78.72,76.79734999999978,Excel
3.74,2.87,83.71,65.06,65.69274999999996,Average
3.25,1.0,68.51,52.5,59.54230000000004,Struggle
2.66,1.0,59.52,47.99,53.93914999999989,Struggle
5.38,2.23,90.83,47.77,52.39250000000018,Struggle
6.72,2.97,80.16,46.98,47.620849999999834,Struggle
6.72,2.21,68.02,52.79,53.57475000000009,Struggle
2.47,1.0,40.98,61.0,60.884199999999964,Average
6.54,1.34,66.83,42.8,44.85620000000001,Struggle
5.78,1.0,66.95,49.86,46.844999999999985,Struggle
2.91,2.53,54.48,76.83,65.04889999999995,Average
1.7,2.46,95.56,89.25,85.84649999999996,Excel
2.44,3.0,69.37,70.19,70.13890000000005,Average
6.19,3.6,40.73,44.99,47.51374999999991,Struggle
4.87,3.28,60.22,56.21,53.46084999999999,Struggle
5.52,2.99,94.87,55.35,56.99050000000013,Struggle
2.43,1.0,22.42,57.2,58.62770000000005,Struggle
5.67,5.0,44.23,74.68,71.33830000000007,Average
1.63,2.92,9.26,100.0,92.33434999999996,Excel
3.32,3.39,51.75,67.76,66.51220000000013,Average
4.72,5.0,91.44,87.55,85.65964999999984,Excel
2.22,2.57,70.53,78.07,75.31189999999984,Excel
5.46,1.0,82.9,44.08,46.20134999999998,Struggle
2.04,2.87,68.62,89.71,85.52129999999981,Excel
5.26,3.0,54.12,51.84,54.89450000000008,Struggle
3.66,2.73,62.71,74.29,68.93435000000022,Average
4.5,2.81,51.1,52.08,50.07109999999996,Struggle
2.03,3.37,97.39,77.09,82.77145000000004,Excel
1.0,2.58,8.29,78.47,77.69484999999985,Excel
6.59,2.55,91.2,53.26,56.290350000000025,Struggle
2.75,1.0,58.46,63.23,55.375299999999946,Struggle
5.6,1.0,69.61,50.62,48.037550000000074,Struggle
6.78,3.17,70.75,51.39,51.6066,Struggle
2.69,4.64,27.36,86.45,83.63085000000025,Excel
2.27,3.19,93.29,91.83,80.89145000000005,Excel
4.65,4.43,45.6,59.85,62.16280000000013,Average
6.77,2.87,68.31,37.7,45.03249999999996,Struggle
6.08,2.24,83.12,72.61,67.64915000000008,Average
4.41,1.43,30.53,46.93,54.733700000000134,Struggle
5.37,3.44,67.36,46.22,67.95029999999994,Average
1.93,3.26,86.68,79.78,83.80450000000017,Excel
6.7,4.0,30.82,69.62,68.10780000000014,Average
7.0,1.0,60.04,36.82,40.51429999999997,Struggle
2.07,1.8,90.38,64.94,66.50910000000003,Average
2.69,1.98,90.27,78.89,74.07069999999995,Average
2.08,1.0,74.88,66.98,67.51189999999978,Average
2.2,4.07,76.33,73.62,78.10175000000004,Excel
5.98,1.0,84.8,60.43,55.01625000000009,Struggle
3.76,1.74,75.46,72.2,69.15050000000015,Average
1.72,3.05,70.85,58.78,74.65489999999996,Average
3.29,1.0,99.74,61.33,63.01349999999993,Average
6.42,3.28,57.38,61.22,58.63379999999993,Struggle
4.3,2.54,51.73,77.57,71.32794999999979,Average
3.04,1.0,94.29,66.31,65.54329999999993,Average
2.49,2.25,84.36,61.95,67.13945000000015,Average
7.0,1.0,94.05,36.88,39.43910000000006,Struggle
5.76,1.43,66.82,60.15,55.24404999999989,Struggle
2.48,5.0,63.6,82.85,85.53400000000006,Excel
1.07,1.0,92.56,82.42,73.64289999999993,Average
1.17,3.52,34.95,89.6,85.17805000000017,Excel
1.59,5.0,85.48,88.21,91.4424499999997,Excel
4.73,3.74,57.39,81.08,76.89600000000002,Excel
6.94,2.86,87.79,39.86,44.49059999999998,Struggle
4.23,1.8,44.1,59.56,56.373449999999984,Struggle
6.21,1.0,63.43,36.14,40.728649999999945,Struggle
3.95,4.27,74.73,81.4,79.50149999999981,Excel
5.49,4.97,59.14,73.51,67.98265000000004,Average
5.37,2.3,50.59,56.9,56.273749999999836,Struggle
1.88,1.13,81.87,58.45,73.40315000000002,Average
2.95,1.89,77.08,67.47,68.90229999999991,Average
3.92,2.99,61.01,48.82,61.20365000000003,Average
3.92,2.24,87.65,84.95,78.53380000000023,Excel
3.25,1.83,65.17,56.33,59.557399999999916,Struggle
4.62,1.09,4.82,41.03,45.718500000000006,Struggle
6.49,1.92,73.56,63.29,59.15870000000015,Struggle
4.14,3.8,83.81,63.8,70.37044999999985,Average
6.25,4.41,59.86,65.63,62.84054999999987,Average
3.72,2.31,18.7,44.68,64.57350000000002,Average
6.21,5.0,69.82,73.43,72.63990000000007,Average
4.66,3.06,66.83,59.06,60.13740000000003,Struggle
6.06,5.0,2.69,80.01,75.77050000000013,Excel
3.19,2.78,72.39,65.24,65.71359999999989,Average
4.69,4.0,85.35,87.59,85.0515000000001,Excel
5.19,5.0,34.11,77.43,77.14510000000017,Excel
3.07,1.31,59.61,76.85,69.99500000000013,Average
1.97,4.54,43.92,91.86,90.15710000000016,Excel
1.83,3.09,66.78,80.3,78.80489999999982,Excel
1.0,2.26,1.09,65.55,70.6302499999998,Average
5.86,1.98,75.71,38.33,42.494049999999945,Struggle
2.29,3.16,88.32,84.04,81.86515000000026,Excel
2.04,3.69,80.01,88.88,85.96584999999983,Excel
5.12,3.89,51.16,69.06,69.98899999999996,Average
2.62,2.4,66.07,63.59,66.24415000000009,Average
3.67,4.38,64.91,60.3,64.07119999999985,Average
2.09,2.51,37.21,59.35,65.69495000000012,Average
6.95,2.87,74.28,62.3,54.87534999999993,Struggle
6.31,1.0,77.11,48.2,44.88359999999995,Struggle
3.92,2.62,88.31,81.54,82.90964999999989,Excel
3.92,2.72,69.66,62.36,63.39720000000009,Average
5.95,3.77,72.0,54.24,59.854449999999915,Struggle
2.32,3.4,76.75,97.63,89.85069999999988,Excel
1.0,2.63,1.08,77.73,76.85564999999978,Excel
1.5,1.0,4.28,73.6,71.39020000000012,Average
4.78,4.58,92.56,72.58,73.50134999999999,Average
3.57,2.94,72.75,48.26,55.49770000000012,Struggle
3.72,5.0,50.01,74.31,80.73430000000012,Excel
1.22,2.35,0.99,88.96,87.0093999999997,Excel
3.18,1.03,56.22,57.25,59.003250000000016,Struggle
5.1,3.05,62.23,60.94,60.41890000000005,Struggle
3.66,1.8,20.77,44.33,46.450149999999965,Struggle
5.57,4.0,58.99,70.17,70.41415000000002,Average
2.83,4.5,5.67,93.46,87.11654999999972,Excel
3.92,5.0,78.98,77.51,78.98875000000017,Excel
4.7,3.17,97.8,68.33,68.99444999999997,Average
2.07,2.1,66.83,69.9,73.31479999999986,Average
2.61,2.74,74.28,53.09,59.53160000000009,Struggle
4.71,2.61,98.87,80.98,69.81250000000009,Average
6.34,3.94,91.32,62.31,63.381100000000025,Average
3.38,4.44,86.43,71.04,73.15240000000027,Average
2.52,2.63,59.45,86.07,75.64214999999987,Excel
6.13,1.0,88.47,48.51,48.319750000000134,Struggle
5.33,1.8,67.38,45.46,45.374799999999944,Struggle
4.14,1.8,76.53,53.41,53.55579999999995,Struggle
3.76,1.0,80.46,62.66,59.57499999999995,Struggle
2.21,1.0,8.34,56.84,60.597150000000056,Average
4.97,2.81,86.33,66.18,66.00140000000012,Average
3.55,1.26,48.66,66.82,66.50829999999985,Average
6.96,1.52,31.67,31.61,37.652849999999916,Struggle
3.49,3.8,0.0,82.23,77.28624999999978,Excel
3.79,3.42,55.93,60.82,59.66425000000006,Struggle
4.45,3.55,64.8,69.73,68.53969999999977,Average
6.42,3.2,38.28,48.71,49.09624999999996,Struggle
5.49,2.85,56.23,53.04,53.78200000000012,Struggle
3.25,4.54,70.93,80.3,78.92984999999987,Excel
5.5,1.0,77.47,50.18,48.32340000000009,Struggle
5.01,4.6,64.27,62.93,66.48935000000007,Average
4.37,4.0,76.57,87.23,84.80039999999975,Excel
2.33,4.95,87.16,79.31,82.22649999999989,Excel
4.12,3.71,50.67,52.52,57.3684000000002,Struggle
2.23,1.0,95.02,73.04,72.7483000000003,Average
6.61,3.52,69.33,57.04,57.60675000000018,Struggle
2.57,5.0,93.46,94.69,94.82014999999996,Excel
6.92,1.96,51.95,25.95,29.625799999999934,Struggle
4.67,1.09,57.28,46.58,47.401349999999965,Struggle
5.15,2.1,66.13,54.03,54.023850000000046,Struggle
4.29,1.73,67.27,50.36,55.71450000000007,Struggle
2.07,3.66,92.39,74.35,83.77340000000008,Excel
3.69,1.8,50.56,47.83,51.11025000000001,Struggle
1.31,2.58,82.06,73.1,75.46800000000016,Excel
5.03,2.32,56.57,38.6,44.0273500000001,Struggle
3.45,2.74,91.16,86.42,83.16044999999997,Excel
6.05,1.0,88.93,50.24,48.895399999999945,Struggle
1.92,1.0,52.41,68.84,57.37670000000005,Struggle
1.67,1.0,60.63,66.7,66.60630000000012,Average
3.66,2.73,81.72,87.14,64.81335000000003,Average
6.23,2.02,0.7,56.71,56.13169999999984,Struggle
4.92,4.96,59.5,69.41,69.02589999999994,Average
3.57,3.02,81.33,59.28,62.7949500000001,Average
4.43,2.35,60.69,86.49,57.51175000000003,Struggle
1.28,3.43,94.55,81.44,82.47100000000005,Excel
7.0,3.65,79.66,41.0,48.37495000000003,Struggle
5.31,1.3,76.93,62.61,59.386050000000075,Struggle
3.92,2.29,99.92,95.01,87.59865000000009,Excel
4.66,5.0,6.32,72.79,74.58165000000031,Average
1.2,5.0,71.01,90.62,90.92085000000009,Excel
6.67,4.51,59.13,74.09,68.77855000000007,Average
1.81,1.0,31.91,62.2,65.4284499999998,Average
4.54,4.3,17.3,49.47,55.032849999999954,Struggle
2.36,2.66,81.7,57.76,63.973050000000114,Average
5.16,5.0,54.79,74.37,75.02255000000022,Average
5.89,1.0,68.66,38.74,40.75919999999991,Struggle
5.14,5.0,7.52,76.96,73.86344999999999,Average
5.1,1.32,77.38,61.32,57.07210000000007,Struggle
6.0,2.27,99.58,55.95,57.231500000000096,Struggle
1.03,2.76,61.05,53.88,60.378999999999884,Struggle
3.02,3.91,68.79,59.22,65.68339999999988,Average
1.99,5.0,56.61,86.47,86.51819999999992,Excel
7.0,1.0,80.38,35.99,39.28639999999988,Struggle
3.35,4.23,59.3,67.81,68.7959499999999,Average
5.39,1.8,74.1,44.85,45.246600000000115,Struggle
4.97,3.28,62.29,55.29,57.68280000000015,Struggle
2.14,2.49,54.76,62.63,65.14259999999982,Average
2.36,1.01,76.96,68.57,61.59525000000007,Average
2.21,4.31,58.56,81.67,80.02515,Excel
3.05,1.74,70.28,67.89,65.37724999999993,Average
2.42,2.9,71.76,61.66,64.83654999999997,Average
1.0,3.16,6.19,94.66,89.64199999999991,Excel
6.56,1.37,66.83,44.43,46.552350000000054,Struggle
6.56,3.64,86.72,48.19,51.712899999999955,Struggle
2.65,4.78,70.01,76.61,79.84450000000014,Excel
2.77,1.0,86.77,67.64,65.06399999999998,Average
1.0,4.52,1.44,91.16,90.63764999999991,Excel
4.62,1.97,52.73,51.77,50.079800000000205,Struggle
5.59,3.89,72.8,64.83,65.14729999999994,Average
1.7,5.0,87.34,95.12,92.77034999999995,Excel
1.77,1.0,79.16,66.0,66.39989999999999,Average
6.04,2.14,58.76,52.14,52.128099999999996,Struggle
5.04,1.28,67.02,57.19,56.55315,Struggle
1.0,1.4,5.22,68.02,72.24355000000014,Average
4.36,3.24,63.07,67.68,66.0359500000001,Average
2.98,4.84,0.06,77.48,77.89919999999981,Excel
3.51,1.94,75.74,71.66,69.83319999999986,Average
6.08,1.15,92.74,71.0,65.76785000000004,Average
5.38,2.04,87.1,45.79,51.02830000000013,Struggle
3.31,4.02,91.76,76.47,79.43374999999975,Excel
6.91,4.97,94.18,68.02,67.22915000000017,Average
3.77,4.1,70.81,68.57,69.17024999999994,Average
5.19,2.86,67.3,46.27,51.291150000000144,Struggle
4.08,5.0,52.88,70.2,72.82980000000015,Average
6.18,1.45,96.52,51.82,53.719549999999884,Struggle
6.02,2.18,15.86,54.06,53.17220000000003,Struggle
1.51,3.75,65.82,87.43,85.88435000000014,Excel
6.28,1.52,68.91,51.66,51.08595,Struggle
6.19,3.68,97.44,77.41,73.58204999999994,Average
5.99,2.54,70.98,68.1,54.8167,Struggle
2.55,2.62,90.83,66.18,71.64420000000013,Average
5.71,2.73,0.0,71.05,64.20339999999985,Average
5.61,2.85,64.95,58.18,61.81595000000009,Average
2.49,3.6,51.05,80.15,78.30824999999987,Excel
6.68,5.0,99.9,75.09,73.07090000000002,Average
1.49,3.67,0.07,75.41,79.97149999999989,Excel
1.78,4.14,96.82,93.35,93.26160000000006,Excel
4.27,1.51,89.31,62.18,61.92005000000012,Average
4.47,3.24,89.79,59.19,71.71940000000006,Average
4.53,3.43,33.87,68.79,64.80069999999996,Average
1.22,5.0,3.17,95.35,95.80564999999999,Excel
6.7,4.37,33.21,67.27,64.39385000000017,Average
1.58,2.57,6.77,92.23,83.42370000000001,Excel
2.05,2.9,97.97,88.71,89.94019999999972,Excel
1.0,1.33,4.84,78.96,76.75389999999975,Excel
4.39,2.87,64.81,83.02,78.33680000000018,Excel
6.79,3.08,62.26,48.18,51.804500000000104,Struggle
4.59,3.78,99.43,79.34,80.83460000000007,Excel
6.23,4.73,53.33,51.78,55.50070000000007,Struggle
1.0,1.43,9.78,95.61,79.24665000000009,Excel
4.25,2.37,67.77,63.81,62.85049999999998,Average
4.2,2.86,70.94,91.01,81.01250000000009,Excel
4.06,4.09,61.52,75.94,72.97725000000005,Average
1.35,2.75,23.58,90.15,85.26909999999984,Excel
4.62,1.8,66.83,37.47,43.59575000000006,Struggle
3.65,3.09,97.6,72.42,72.78365000000007,Average
5.67,4.67,84.95,73.5,71.39429999999999,Average
3.9,4.78,87.75,78.91,87.16764999999988,Excel
1.76,2.62,87.88,99.13,92.0718999999998,Excel
5.31,1.0,53.03,40.82,42.774499999999904,Struggle
1.86,1.0,60.16,57.4,60.39764999999997,Struggle
6.27,1.89,74.56,50.16,49.97399999999994,Struggle
4.75,1.92,0.0,41.49,46.60014999999989,Struggle
1.97,3.9,39.35,98.84,84.18554999999998,Excel
6.75,1.0,89.07,47.14,43.71055000000005,Struggle
3.95,1.89,22.68,61.64,61.27245000000004,Average
1.85,1.0,83.02,68.64,68.7460499999999,Average
4.71,2.09,27.1,56.53,55.689700000000066,Struggle
3.92,2.87,53.15,62.13,63.787249999999865,Average
3.92,1.8,70.41,38.38,46.17089999999999,Struggle
5.48,3.94,92.05,57.99,62.27684999999988,Average
7.0,2.37,57.25,42.2,47.849550000000015,Struggle
4.02,5.0,77.73,90.62,86.78760000000018,Excel
3.89,1.0,66.83,63.87,59.96360000000018,Struggle
5.79,1.18,25.93,55.47,52.65164999999995,Struggle
2.16,4.0,37.43,100.0,96.29234999999996,Excel
4.17,3.97,95.57,85.2,85.45080000000026,Excel
4.59,5.0,75.61,89.76,86.97955,Excel
1.3,4.0,57.87,89.4,88.71859999999995,Excel
3.67,4.56,4.82,68.98,70.43099999999978,Average
5.72,3.59,79.61,64.39,61.79179999999997,Average
5.66,3.04,51.35,32.13,38.25130000000004,Struggle
1.2,3.56,54.53,67.68,74.27700000000013,Average
1.36,5.0,2.36,90.73,92.66634999999982,Excel
2.11,2.82,56.81,68.53,67.99375000000015,Average
6.38,2.81,62.97,65.37,60.41840000000015,Struggle
1.59,5.0,72.71,88.6,92.52264999999996,Excel
5.56,1.01,30.43,45.46,45.23479999999992,Struggle
3.92,4.0,94.53,100.0,80.59305000000013,Excel
4.46,2.64,47.69,68.82,65.36769999999987,Average
3.05,1.8,70.11,66.49,62.85889999999989,Average
5.61,2.46,76.35,68.87,63.64460000000015,Average
2.03,2.47,54.49,70.38,65.95189999999995,Average
5.33,4.8,73.16,70.1,69.18575000000008,Average
2.19,3.99,91.1,84.07,87.11464999999984,Excel
5.5,4.13,59.71,51.96,57.65639999999982,Struggle
3.92,2.87,54.56,60.82,63.2788999999999,Average
2.14,3.14,66.47,77.37,79.24355000000016,Excel
6.09,3.36,69.44,54.72,59.068999999999896,Struggle
4.96,3.04,39.74,50.31,54.25344999999995,Struggle
1.6,5.0,9.63,89.16,90.64584999999994,Excel
3.08,1.0,62.54,44.9,51.82454999999991,Struggle
1.99,2.45,66.83,90.91,76.14989999999993,Excel
5.22,4.04,69.3,50.76,57.655700000000124,Struggle
5.17,5.0,81.63,67.56,76.6503500000001,Excel
1.36,3.69,76.82,94.87,89.36445000000015,Excel
4.32,3.21,77.45,49.56,55.48950000000001,Struggle
5.43,3.07,62.43,56.53,58.61565000000013,Struggle
6.61,3.86,76.08,67.79,66.1605000000002,Average
4.11,2.03,51.18,74.17,69.21390000000002,Average
6.89,2.1,71.59,54.83,54.13719999999995,Struggle
3.75,2.87,78.63,74.77,70.44180000000017,Average
3.46,3.03,59.1,74.82,70.8961499999999,Average
5.59,5.0,62.83,66.96,68.29674999999975,Average
3.73,3.05,60.98,76.29,68.5432000000002,Average
3.83,3.22,53.53,58.39,61.31864999999994,Average
4.35,5.0,67.39,84.66,80.52119999999984,Excel
5.71,3.54,98.95,62.12,64.93900000000016,Average
5.66,2.7,67.69,40.6,48.62285000000013,Struggle
3.59,3.25,73.03,65.63,62.50219999999999,Average
2.87,2.31,47.05,61.32,64.3706999999999,Average
4.07,1.0,82.42,57.72,54.44010000000005,Struggle
4.94,1.13,97.49,59.5,61.8398,Average
2.92,2.01,92.88,63.04,67.66495000000018,Average
5.61,3.55,89.7,75.2,68.78555000000017,Average
3.92,1.0,97.58,56.29,58.873500000000114,Struggle
3.4,3.41,61.54,54.51,60.25640000000014,Struggle
1.23,1.0,44.0,65.77,66.63600000000025,Average
2.38,1.0,94.36,60.87,65.50875000000016,Average
6.58,3.67,2.38,47.12,66.52799999999995,Average
2.62,3.09,98.87,79.97,80.27169999999977,Excel
2.5,4.66,55.02,90.85,86.99570000000007,Excel
3.99,3.5,38.13,83.81,79.13024999999988,Excel
2.73,3.5,98.87,94.65,91.71459999999998,Excel
1.54,1.8,8.74,65.47,65.06044999999986,Average
2.93,1.86,86.98,64.45,70.31235000000002,Average
4.63,1.8,51.52,40.57,44.32235,Struggle
4.08,2.87,84.74,79.96,74.26494999999981,Average
2.86,2.88,0.0,58.6,68.08945000000013,Average
3.43,2.87,69.14,72.47,75.95345000000013,Excel
6.83,1.8,51.06,38.36,33.61729999999997,Struggle
3.05,3.57,51.4,51.51,58.615800000000135,Struggle
2.2,3.96,66.83,96.2,90.85435000000021,Excel
2.95,5.0,7.85,83.84,80.24239999999995,Excel
4.15,4.15,4.31,77.32,73.49364999999996,Average
5.7,1.29,52.73,53.03,51.53785,Struggle
2.63,5.0,90.24,90.8,90.1049999999998,Excel
5.7,3.38,90.49,70.24,63.56034999999993,Average
1.31,4.0,3.59,98.58,96.98085000000012,Excel
3.53,3.73,65.08,60.17,65.45220000000003,Average
6.04,4.18,66.83,70.78,70.44390000000017,Average
3.1,4.56,76.27,76.78,77.6310000000002,Excel
4.01,3.37,97.83,63.88,70.30254999999994,Average
2.1,4.0,74.05,86.38,87.15699999999981,Excel
